Class,Identifiers,Address,Type,Initial Value,Comment
VAR,snsr_s0_wTemp1_value,D12025,WORD,0
VAR,snsr_s0_wTemp1_state,D12026,WORD,0
VAR,snsr_s0_wTemp1_err_u,D12027,WORD,0
VAR,snsr_s0_wTemp1_warn_u,D12028,WORD,0
VAR,snsr_s0_wTemp1_warn_l,D12029,WORD,0
VAR,snsr_s0_wTemp1_err_l,D12030,WORD,0
VAR,snsr_s1_wPres0_value,D12031,WORD,0
VAR,snsr_s1_wPres0_state,D12032,WORD,0
VAR,snsr_s1_wPres0_err_u,D12033,WORD,0
VAR,snsr_s1_wPres0_warn_u,D12034,WORD,0
VAR,snsr_s1_wPres0_warn_l,D12035,WORD,0
VAR,snsr_s1_wPres0_err_l,D12036,WORD,0
VAR,snsr_s1_wPres1_value,D12037,WORD,0
VAR,snsr_s1_wPres1_state,D12038,WORD,0
VAR,snsr_s1_wPres1_err_u,D12039,WORD,0
VAR,snsr_s1_wPres1_warn_u,D12040,WORD,0
VAR,snsr_s1_wPres1_warn_l,D12041,WORD,0
VAR,snsr_s1_wPres1_err_l,D12042,WORD,0
VAR,snsr_s1_wPres2_value,D12043,WORD,0
VAR,snsr_s1_wPres2_state,D12044,WORD,0
VAR,snsr_s1_wPres2_err_u,D12045,WORD,0
VAR,snsr_s1_wPres2_warn_u,D12046,WORD,0
VAR,snsr_s1_wPres2_warn_l,D12047,WORD,0
VAR,snsr_s1_wPres2_err_l,D12048,WORD,0
VAR,snsr_s1_wTemp0_value,D12049,WORD,0
VAR,snsr_s1_wTemp0_state,D12050,WORD,0
VAR,snsr_s1_wTemp0_err_u,D12051,WORD,0
VAR,snsr_s1_wTemp0_warn_u,D12052,WORD,0
VAR,snsr_s1_wTemp0_warn_l,D12053,WORD,0
VAR,snsr_s1_wTemp0_err_l,D12054,WORD,0
VAR,snsr_s1_wTemp1_value,D12055,WORD,0
VAR,snsr_s1_wTemp1_state,D12056,WORD,0
VAR,snsr_s1_wTemp1_err_u,D12057,WORD,0
VAR,snsr_s1_wTemp1_warn_u,D12058,WORD,0
VAR,snsr_s1_wTemp1_warn_l,D12059,WORD,0
VAR,snsr_s1_wTemp1_err_l,D12060,WORD,0
VAR,snsr_s2_wPres0_value,D12061,WORD,0
VAR,snsr_s2_wPres0_state,D12062,WORD,0
VAR,snsr_s2_wPres0_err_u,D12063,WORD,0
VAR,snsr_s2_wPres0_warn_u,D12064,WORD,0
VAR,snsr_s2_wPres0_warn_l,D12065,WORD,0
VAR,snsr_s2_wPres0_err_l,D12066,WORD,0
VAR,snsr_s2_wPres1_value,D12067,WORD,0
VAR,snsr_s2_wPres1_state,D12068,WORD,0
VAR,snsr_s2_wPres1_err_u,D12069,WORD,0
VAR,snsr_s2_wPres1_warn_u,D12070,WORD,0
VAR,snsr_s2_wPres1_warn_l,D12071,WORD,0
VAR,snsr_s2_wPres1_err_l,D12072,WORD,0
VAR,snsr_s2_wPres2_value,D12073,WORD,0
VAR,snsr_s2_wPres2_state,D12074,WORD,0
VAR,snsr_s2_wPres2_err_u,D12075,WORD,0
VAR,snsr_s2_wPres2_warn_u,D12076,WORD,0
VAR,snsr_s2_wPres2_warn_l,D12077,WORD,0
VAR,snsr_s2_wPres2_err_l,D12078,WORD,0
VAR,snsr_s2_wTemp0_value,D12079,WORD,0
VAR,snsr_s2_wTemp0_state,D12080,WORD,0
VAR,snsr_s2_wTemp0_err_u,D12081,WORD,0
VAR,snsr_s2_wTemp0_warn_u,D12082,WORD,0
VAR,snsr_s2_wTemp0_warn_l,D12083,WORD,0
VAR,snsr_s2_wTemp0_err_l,D12084,WORD,0
VAR,snsr_s2_wTemp1_value,D12085,WORD,0
VAR,snsr_s2_wTemp1_state,D12086,WORD,0
VAR,snsr_s2_wTemp1_err_u,D12087,WORD,0
VAR,snsr_s2_wTemp1_warn_u,D12088,WORD,0
VAR,snsr_s2_wTemp1_warn_l,D12089,WORD,0
VAR,snsr_s2_wTemp1_err_l,D12090,WORD,0
VAR,snsr_s3_wPres0_value,D12091,WORD,0
VAR,snsr_s3_wPres0_state,D12092,WORD,0
VAR,snsr_s3_wPres0_err_u,D12093,WORD,0
VAR,snsr_s3_wPres0_warn_u,D12094,WORD,0
VAR,snsr_s3_wPres0_warn_l,D12095,WORD,0
VAR,snsr_s3_wPres0_err_l,D12096,WORD,0
VAR,snsr_s3_wPres1_value,D12097,WORD,0
VAR,snsr_s3_wPres1_state,D12098,WORD,0
VAR,snsr_s3_wPres1_err_u,D12099,WORD,0
VAR,snsr_s3_wPres1_warn_u,D12100,WORD,0
VAR,snsr_s3_wPres1_warn_l,D12101,WORD,0
VAR,snsr_s3_wPres1_err_l,D12102,WORD,0
VAR,snsr_s3_wPres2_value,D12103,WORD,0
VAR,snsr_s3_wPres2_state,D12104,WORD,0
VAR,snsr_s3_wPres2_err_u,D12105,WORD,0
